Transaction ID,Date,Customer ID,Revenue ($),Cost ($),Region,Data Source,Revenue Category,Customer Type
2789,2024-12-22,1458,181.56,108.34,Bay Area,Google Sheets,Placement Fee,Homeowner
2790,2024-02-26,2738  ,298.1,205.48,Miami,Google Sheets,Placement Fee,Other
2791,2024-02-25,2432,,88.34,Bay Area,Excel,Placement Fee,Resident
2792,2023-07-05,3517,240.91,75.39,Bay Area,BigQuery,Other,Resident
2793,2023-12-30,3857,271.59,110.58,Dallas,Excel,Management Fee,Other
2794,2024-08-29,1505,435.36,279.15,Miami,Google Sheets,In-Home Service,Resident
2795,2024-01-13,2709,285.44,226.8,Miami,Google Sheets,Placement Fee,Other
2796,2024-06-06,2096,213.11,65.36,Bay Area,Excel,Placement Fee,Other
2797,2024-08-02,1083,161.48,73.16,New York,Google Sheets,In-Home Service,Other
2798,2024-12-22,1058,233.9,77.42,Miami,Google Sheets,Management Fee,Other
2799,2023-07-15,2044,282.08,129.24,New York,RDS,In-Home Service,Other
2800,2023-04-08,2481,385.75,194.02,New York,Google Sheets,Placement Fee,Resident
2801,2024-08-27,3965,104.47,79.44,Los Angeles,Excel,Placement Fee,Homeowner
2802,2023-01-22,3204,149.72,50.95,Dallas,BigQuery,Management Fee,Other
2803,2024-03-25,4902,220.84,152.06,Los Angeles,BigQuery,Other,Resident
2804,2023-06-21,2352,212.18,105.62,Seattle,Excel,Management Fee,Homeowner
2805,2024-01-18,2596,226.29,159.68,Seattle,Excel,In-Home Service,Homeowner
2806,2023-05-14,1575,407.08,226.62,New York,Google Sheets,Placement Fee,Resident
2807,2024-03-01,3884,195.87,62.61,Bay Area,Excel,Management Fee,Homeowner
2808,2023-01-25,1679,,213.26,New York,Excel,Placement Fee,Homeowner
2809,2024-05-17,1202,330.76,112.91,Seattle,Google Sheets,Other,Other
2810,2023-07-04,4712,154.48,92.51,Los Angeles,RDS,Management Fee,Other
2811,2023-03-26,4828,373.41,275.89,Seattle,RDS,Management Fee,Resident
2812,2024-07-20,2129,296.2,100.67,Bay Area,Google Sheets,Placement Fee,Other
2813,2023-05-24,4904,,144.84,Miami,RDS,Other,Homeowner
2814,2024-11-09,4193,414.4,295.11,Dallas,RDS,Placement Fee,Homeowner
2815,2024-02-16,1317,159.57,,Bay Area,Google Sheets,In-Home Service,Other
2816,2023-08-12,2205,,296.27,Bay Area,RDS,In-Home Service,Resident
2817,2023-08-08,2638,302.47,132.83,Bay Area,Excel,Other,Resident
2818,2023-06-28,4387,324.13,210.61,Los Angeles,RDS,In-Home Service,Other
2819,2024-09-22,4885,443.78,,Miami,RDS,Placement Fee,Resident
2820,2024-03-08,2796,417.91,271.63,Bay Area,Excel,Management Fee,Resident
2821,2023-09-22,4696,320.7,233.19,Miami,Excel,In-Home Service,Homeowner
2822,2024-03-04,1405,388.93,133.67,New York,BigQuery,Other,Other
2823,2024-10-23,4033,244.99,86.78,Bay Area,Google Sheets,Other,Other
2824,2024-02-20,3996,296.32,183.81,Los Angeles,BigQuery,Placement Fee,Homeowner
2825,2024-03-28,4141  ,77.93,60.55,Bay Area,BigQuery,In-Home Service,Homeowner
2826,2024-12-27,4231,90.44,48.2,New York,RDS,In-Home Service,Other
2827,2023-07-16,4311,423.24,330.25,Seattle,Excel,In-Home Service,Other
2828,2024-07-07,4594,76.85,59.1,Los Angeles,BigQuery,Other,Homeowner
2829,2023-02-22,4209,,94.86,Bay Area,Google Sheets,Other,Resident
2830,2024-04-24,3542,408.12,308.1,Bay Area,BigQuery,Other,Homeowner
2831,2024-03-18,1678,50.52,37.85,Bay Area,RDS,Management Fee,Resident
2832,2023-11-26,2270,177.08,125.72,Seattle,BigQuery,Placement Fee,Other
2833,2023-09-08,2889,312.82,202.55,Seattle,Excel,Management Fee,Other
2834,2023-05-03,4614,317.95,99.27,Bay Area,Excel,Other,Other
2835,2024-01-22,2547,399.72,146.35,Seattle,Google Sheets,In-Home Service,Other
2836,2023-12-05,4314,277.67,101.94,Bay Area,BigQuery,In-Home Service,Other
2837,2023-12-14,2643,279.23,87.06,Seattle,Excel,Management Fee,Homeowner
2838,2023-01-29,2359,376.39,134.88,Miami,BigQuery,Other,Other
2839,2023-02-04,2445,274.38,208.49,New York,BigQuery,Other,Other
2840,2024-06-01,1834,323.82,204.62,Bay Area,Excel,Other,Other
2841,2024-01-31,3241,454.0,207.04,New York,Excel,In-Home Service,Other
2842,2024-09-14,3355,230.65,160.69,Bay Area,RDS,In-Home Service,Resident
2843,2023-10-21,2668,223.31,121.52,Dallas,RDS,Other,Other
2844,2024-08-11,2930,51.6,19.15,Dallas,Google Sheets,Management Fee,Resident
2845,2023-12-15,3553,326.04,242.0,Los Angeles,Google Sheets,Placement Fee,Resident
2846,2023-05-27,1280,63.4,29.76,Miami,Google Sheets,In-Home Service,Other
2847,2023-03-08,4874,276.87,179.81,Miami,BigQuery,In-Home Service,Resident
2848,2024-06-03,3722,411.91,183.42,Los Angeles,Google Sheets,Placement Fee,Other
2849,2023-05-02,2813,297.46,163.61,Dallas,Excel,Other,Resident
2850,2023-12-06,1932,171.34,121.33,Los Angeles,Google Sheets,Management Fee,Homeowner
2851,2023-06-24,4510,403.78,152.79,Dallas,BigQuery,Management Fee,Other
2852,2024-11-21,3762,171.37,135.15,Bay Area,RDS,Other,Other
2853,2024-08-19,1607,379.86,127.29,New York,BigQuery,In-Home Service,Resident
2854,2024-03-26,1482,324.62,184.06,Los Angeles,Excel,Other,Homeowner
2855,2024-07-10,2246,126.5,95.89,Seattle,Google Sheets,In-Home Service,Other
2856,2023-05-16,2772,457.31,353.43,New York,Google Sheets,Management Fee,Resident
2857,2023-01-16,3164,140.29,58.37,Dallas,Excel,In-Home Service,Resident
2858,2023-11-29,4015,495.31,184.25,Bay Area,Google Sheets,Management Fee,Other
2859,2023-07-14,1191,53.29,35.29,Seattle,RDS,Management Fee,Resident
2860,2024-05-10,3835,168.57,54.11,Seattle,BigQuery,Management Fee,Other
2861,2023-01-09,3665,139.94,75.93,Miami,BigQuery,In-Home Service,Homeowner
2862,2023-11-30,3017,56.3,39.31,Dallas,Excel,Other,Homeowner
2863,2023-11-29,3563,379.57,220.2,Bay Area,RDS,Management Fee,Homeowner
2864,2023-11-23,4601,362.04,142.65,Dallas,Excel,Other,Homeowner
2865,2023-01-15,1306,,220.97,Bay Area,Excel,Placement Fee,Resident
2866,2024-09-05,1531,165.51,125.89,New York,RDS,Placement Fee,Resident
2867,2023-08-14,1121,249.95,152.12,Dallas,Excel,Management Fee,Resident
2868,2024-02-29,3696,346.6,229.01,New York,BigQuery,Placement Fee,Other
2869,2024-02-12,1591,247.9,116.05,Seattle,Google Sheets,Management Fee,Homeowner
2870,2023-04-23,4225,363.8,143.43,Miami,BigQuery,In-Home Service,Other
2871,2024-03-03,3917,335.29,143.44,New York,Google Sheets,In-Home Service,Homeowner
2872,2023-01-01,4608,,57.56,Los Angeles,Google Sheets,In-Home Service,Other
2873,2023-09-23,2475,401.47,,Dallas,BigQuery,Other,Resident
2874,2024-05-05,4240,374.3,213.72,Seattle,Excel,Management Fee,Resident
2875,2023-07-27,1058,,225.68,Los Angeles,RDS,Management Fee,Resident
2876,2024-09-13,3348,119.79,79.92,New York,Google Sheets,Other,Other
2877,2024-12-12,3600,170.6,65.23,Los Angeles,RDS,Other,Resident
2878,2024-01-04,2573,226.93,153.23,Los Angeles,RDS,Placement Fee,Resident
2879,2023-11-02,2140,175.97,111.98,New York,Google Sheets,Placement Fee,Homeowner
2880,2023-01-12,2810,152.51,46.67,Seattle,RDS,In-Home Service,Other
2881,2023-12-11,2805,412.41,135.86,New York,RDS,Other,Other
2882,2024-04-09,4198,337.2,210.12,Bay Area,Excel,Other,Resident
2883,2024-11-30,4476,304.46,149.75,Los Angeles,RDS,Other,Other
2884,2024-10-27,1398,151.68,56.58,Miami,BigQuery,Management Fee,Resident
2885,2024-05-08,3562,463.13,149.22,Bay Area,Google Sheets,Placement Fee,Other
2886,2024-01-03,3852,136.03,51.65,Seattle,Excel,Other,Homeowner
2887,2024-02-24,4956,407.73,317.52,Los Angeles,BigQuery,In-Home Service,Other
2888,2023-06-20,3545,,321.93,Seattle,RDS,Management Fee,Resident
2889,2023-05-14,1941,,212.68,Seattle,RDS,Other,Other
2890,2024-03-02,1527,496.79,382.91,Los Angeles,BigQuery,Placement Fee,Other
2891,2023-01-25,3445,342.97,209.06,Seattle,BigQuery,Other,Homeowner
2892,2024-06-13,4336,147.86,98.0,Miami,Excel,Placement Fee,Other
2893,2023-07-09,2774,141.72,62.54,Miami,RDS,Placement Fee,Homeowner
2894,2023-05-21,4334,196.05,116.55,Dallas,RDS,Placement Fee,Homeowner
2895,2024-07-08,2421,53.21,19.78,Los Angeles,RDS,In-Home Service,Homeowner
2896,2024-10-19,2669,356.76,,Los Angeles,BigQuery,In-Home Service,Resident
2897,2023-11-11,4796,170.9,54.11,Los Angeles,RDS,Placement Fee,Homeowner
2898,2024-03-19,2550,,170.2,Dallas,Google Sheets,Management Fee,Other
2899,2023-11-15,1435,211.63,71.41,New York,Google Sheets,Other,Other
2900,2024-03-16,1839,265.98,131.36,Miami,Excel,Management Fee,Homeowner
2901,2023-04-02,1359,484.56,349.62,Miami,Excel,Management Fee,Homeowner
2902,2023-06-28,2152,158.98,77.74,Los Angeles,BigQuery,Other,Homeowner
2903,2023-02-25,1863,374.56,268.12,Seattle,Google Sheets,In-Home Service,Resident
2904,2023-06-04,3681,389.8,244.89,Bay Area,BigQuery,Management Fee,Homeowner
2905,2024-11-02,4312,149.45,82.91,Bay Area,Excel,Management Fee,Homeowner
2906,2023-04-21,2650,275.45,115.26,Los Angeles,BigQuery,Other,Homeowner
2907,2023-05-17,2732,207.59,157.99,Los Angeles,BigQuery,Management Fee,Homeowner
2908,2023-08-20,2245,397.36,129.98,Miami,RDS,Management Fee,Homeowner
2909,2024-04-12,3261,330.12,212.75,Miami,Excel,In-Home Service,Other
2910,2024-04-25,1915,264.19,161.32,Seattle,RDS,Management Fee,Other
2911,2023-03-09,3639,400.71,208.58,Miami,Excel,Placement Fee,Other
2912,2023-09-06,2798  ,155.82,65.47,Bay Area,RDS,In-Home Service,Resident
2913,2023-11-19,3182,389.13,200.54,Bay Area,Excel,Other,Resident
2914,2024-06-01,4889,,323.58,Miami,Excel,Other,Other
2915,2024-03-07,3801,445.38,,Bay Area,Google Sheets,Other,Homeowner
2916,2024-05-01,1385,402.65,310.32,New York,Excel,Management Fee,Homeowner
2917,2024-08-28,2326,233.61,106.03,Bay Area,BigQuery,Other,Resident
2918,2024-03-04,2805,491.81,242.73,Bay Area,Google Sheets,Placement Fee,Resident
2919,2023-09-26,4358,220.82,68.31,Bay Area,RDS,In-Home Service,Homeowner
2920,2024-12-09,2585,337.38,260.28,Dallas,BigQuery,Placement Fee,Resident
2921,2024-06-20,2212,122.48,56.92,Los Angeles,BigQuery,Other,Homeowner
2922,2023-05-28,4368,491.2,246.62,Seattle,Excel,Management Fee,Other
2923,2023-04-28,2549,366.79,276.52,Dallas,Excel,Management Fee,Resident
2924,2024-01-02,1388,389.02,219.13,Seattle,BigQuery,Other,Other
2925,2023-03-07,4530,79.6,,Dallas,Google Sheets,Other,Resident
2926,2024-01-05,3791,393.54,152.74,Dallas,BigQuery,Other,Other
2927,2023-06-24,4332,398.63,218.98,Seattle,BigQuery,Management Fee,Other
2928,2024-08-10,1703,352.3,267.43,Los Angeles,Excel,Placement Fee,Resident
2929,2024-05-09,3972,181.36,105.07,Miami,Excel,In-Home Service,Resident
2930,2023-04-24,2738,270.36,115.59,Dallas,Excel,Other,Other
2931,2023-04-21,3820,99.7,31.46,Los Angeles,RDS,Placement Fee,Other
2932,2024-03-14,4184,262.21,122.75,Miami,BigQuery,Placement Fee,Homeowner
2933,2024-12-15,4957,159.72,93.64,Seattle,BigQuery,Placement Fee,Other
2934,2023-05-27,1863,207.09,66.54,Dallas,RDS,Other,Resident
2935,2023-02-04,2059,123.17,,Miami,BigQuery,Management Fee,Homeowner
2936,2023-11-05,1078,153.52,86.23,Los Angeles,BigQuery,Placement Fee,Homeowner
2937,2024-06-21,2298,84.46,58.42,Miami,BigQuery,Placement Fee,Other
2938,2023-01-14,2301,463.96,145.89,Seattle,Google Sheets,Placement Fee,Homeowner
2939,2024-01-09,1673,288.68,199.31,Miami,RDS,In-Home Service,Resident
2940,2024-07-10,3359,228.53,128.08,Bay Area,RDS,Placement Fee,Resident
2941,2024-03-03,4600,290.76,141.1,Dallas,BigQuery,Placement Fee,Other
2942,2024-12-28,1203,332.73,260.42,Los Angeles,Excel,Management Fee,Homeowner
2943,2023-08-21,1984,464.85,176.67,New York,BigQuery,Placement Fee,Other
2944,2024-12-05,2975,130.41,,Los Angeles,BigQuery,Placement Fee,Other
2945,2024-07-16,1016,183.0,84.27,Dallas,Google Sheets,Other,Other
2946,2024-12-26,4785,489.11,275.73,Dallas,Google Sheets,Management Fee,Homeowner
2947,2024-10-24,1475,217.04,125.04,Bay Area,Excel,Placement Fee,Resident
2948,2024-03-15,4582,60.15,20.74,Bay Area,Google Sheets,Placement Fee,Resident
2949,2024-05-16,2016,116.44,73.42,Los Angeles,BigQuery,In-Home Service,Homeowner
2950,2023-10-02,1209,61.85,38.18,New York,BigQuery,In-Home Service,Other
2951,2023-03-17,1498,495.47,339.26,Miami,Google Sheets,Placement Fee,Resident
2952,2024-03-14,4473,175.49,60.6,New York,Google Sheets,In-Home Service,Other
2953,2024-11-29,1428,465.59,208.88,Dallas,RDS,Placement Fee,Resident
2954,2023-10-16,4149,498.15,311.37,Bay Area,BigQuery,Other,Other
2955,2024-06-23,4639,319.93,117.85,Bay Area,Excel,In-Home Service,Other
2956,2024-11-22,4151,64.94,41.48,Bay Area,Google Sheets,Other,Other
2957,2023-09-10,2329,86.72,28.58,Miami,Google Sheets,Placement Fee,Resident
2958,2023-05-06,3105,266.72,124.68,Los Angeles,RDS,In-Home Service,Other
2959,2023-06-26,2553,232.78,168.38,New York,RDS,Placement Fee,Resident
2960,2023-02-06,2231,322.78,221.8,Los Angeles,Google Sheets,Management Fee,Resident
2961,2024-02-14,2534  ,247.48,154.03,Bay Area,Excel,Other,Resident
2962,2024-09-02,4206,470.33,345.8,Miami,Excel,Management Fee,Resident
2963,2024-09-01,2867  ,290.63,190.26,Miami,Google Sheets,Other,Homeowner
2964,2023-05-07,4041,362.18,202.71,Los Angeles,RDS,Placement Fee,Resident
2965,2024-04-27,3569,453.42,358.14,Dallas,BigQuery,In-Home Service,Other
2966,2023-06-17,3628,116.09,75.16,Bay Area,BigQuery,Management Fee,Resident
2967,2024-08-14,2876,153.38,92.13,Miami,RDS,In-Home Service,Other
2968,2023-10-21,1898,98.29,49.58,Dallas,BigQuery,In-Home Service,Homeowner
2969,2024-09-29,2106,112.84,84.77,Seattle,RDS,Management Fee,Resident
2970,2023-12-09,3668,,125.69,New York,Excel,Management Fee,Homeowner
2971,2023-11-06,2067,194.53,59.26,Bay Area,BigQuery,In-Home Service,Resident
2972,2024-10-23,2506,240.43,95.78,New York,Google Sheets,Placement Fee,Resident
2973,2024-06-11,4013,492.12,174.58,Seattle,Google Sheets,Management Fee,Homeowner
2974,2024-06-23,3957,120.52,55.38,Los Angeles,BigQuery,Placement Fee,Other
2975,2024-02-23,2667,,209.16,Los Angeles,Google Sheets,Placement Fee,Other
2976,2024-03-19,1492,94.49,59.13,New York,RDS,Management Fee,Other
2977,2024-11-15,3546,193.32,74.33,Los Angeles,RDS,Placement Fee,Resident
2978,2024-07-11,4089,287.39,199.57,New York,Google Sheets,Other,Other
2979,2023-08-24,1604,475.98,262.79,Miami,BigQuery,Placement Fee,Other
2980,2024-03-14,1947,226.05,125.76,Miami,BigQuery,Placement Fee,Resident
2981,2023-08-02,1293,79.21,38.1,Dallas,BigQuery,Placement Fee,Homeowner
2982,2023-03-26,2171,224.67,164.53,Seattle,Excel,In-Home Service,Other
2983,2023-03-26,4543,115.58,53.07,Los Angeles,BigQuery,Placement Fee,Homeowner
2984,2024-05-03,3018,153.5,53.28,Los Angeles,BigQuery,Placement Fee,Resident
2985,2023-03-06,1171,328.14,148.11,Miami,RDS,Placement Fee,Resident
2986,2024-10-07,2586,80.34,52.84,Miami,Excel,Placement Fee,Other
2987,2024-10-24,1530,259.13,162.94,Miami,RDS,In-Home Service,Other
2988,2024-09-18,2143,324.26,127.76,Bay Area,Google Sheets,In-Home Service,Homeowner
2989,2023-03-05,2859,239.84,85.36,Seattle,Google Sheets,In-Home Service,Other
2990,2023-12-09,2760,,36.95,Seattle,BigQuery,Management Fee,Homeowner
2991,2023-12-18,3113,493.48,314.93,Bay Area,Excel,Management Fee,Resident
2992,2023-06-07,3188,215.2,103.96,Los Angeles,Google Sheets,In-Home Service,Homeowner
2993,2024-08-11,3493,400.36,288.82,New York,BigQuery,Management Fee,Resident
2994,2024-05-05,4577,196.54,155.09,New York,Excel,In-Home Service,Other
2995,2024-10-19,1188,263.76,106.25,Dallas,Google Sheets,Placement Fee,Homeowner
2996,2024-04-07,1157,224.81,132.31,Dallas,Google Sheets,In-Home Service,Homeowner
2997,2023-08-13,4681,204.14,61.79,Los Angeles,Excel,In-Home Service,Homeowner
2998,2023-11-09,3717,59.83,39.28,Dallas,Excel,Management Fee,Other
2999,2024-09-06,2970,212.01,107.52,Miami,Excel,In-Home Service,Other
3000,2024-04-10,1245,450.27,178.59,Seattle,Excel,Other,Other
3001,2023-03-29,3903,360.68,243.86,New York,Google Sheets,Placement Fee,Homeowner
3002,2023-10-30,3991,115.44,81.42,Miami,Excel,In-Home Service,Homeowner
3003,2024-11-10,3795,316.02,112.37,Dallas,RDS,In-Home Service,Resident
3004,2024-03-10,4104,451.5,144.7,Dallas,RDS,In-Home Service,Homeowner
3005,2024-11-12,4432,365.02,170.48,Seattle,Google Sheets,In-Home Service,Resident
3006,2023-05-15,4824,116.91,71.67,New York,Google Sheets,Management Fee,Other
3007,2023-02-19,3377,440.52,306.91,Miami,BigQuery,Management Fee,Resident
3008,2024-03-07,3559,185.69,106.41,Seattle,Google Sheets,Other,Resident
3009,2023-12-06,1849,254.33,150.15,New York,Excel,Management Fee,Homeowner
3010,2023-12-13,2810,286.76,200.71,Dallas,Excel,Other,Homeowner
3011,2024-10-07,2094,432.73,244.24,New York,Google Sheets,Other,Resident
3012,2023-12-13,2336,469.22,284.15,Seattle,RDS,In-Home Service,Resident
3013,2024-10-10,4986,468.34,261.38,Seattle,BigQuery,Other,Other
3014,2023-09-02,4799,53.58,39.66,Dallas,Google Sheets,Placement Fee,Homeowner
3015,2023-04-19,3126,,194.19,Seattle,Google Sheets,Management Fee,Other
3016,2024-06-16,1168,74.47,32.17,Miami,BigQuery,Other,Resident
3017,2023-03-31,3857,169.6,61.73,Dallas,RDS,Placement Fee,Other
3018,2023-10-23,4030,281.74,199.96,Seattle,Google Sheets,Management Fee,Homeowner
3019,2023-04-22,3227,265.97,134.55,Los Angeles,RDS,Placement Fee,Resident
3020,2024-08-11,2651,,152.67,Miami,Excel,In-Home Service,Resident
3021,2023-06-26,3307,265.75,210.12,Miami,RDS,In-Home Service,Other
3022,2023-12-09,2509,470.47,359.16,Miami,Excel,Management Fee,Homeowner
3023,2024-10-21,2795,158.25,124.38,New York,BigQuery,Other,Resident
3024,2023-04-11,4076,173.31,64.32,Bay Area,Google Sheets,Placement Fee,Resident
3025,2024-09-20,3344,464.33,346.22,Dallas,Excel,In-Home Service,Other
3026,2024-08-26,1619,84.53,39.25,Bay Area,RDS,Other,Resident
3027,2024-02-05,3902,324.3,99.34,Seattle,Google Sheets,In-Home Service,Resident
3028,2023-01-28,3407,356.78,176.84,Dallas,Excel,In-Home Service,Homeowner
3029,2024-06-20,3164,277.49,153.9,New York,Excel,Other,Homeowner
3030,2023-02-27,1356,362.4,128.33,Miami,RDS,Management Fee,Other
3031,2024-05-12,4004,127.74,72.66,Miami,Excel,Other,Resident
3032,2023-10-24,4914,433.68,307.8,New York,BigQuery,Placement Fee,Homeowner
3033,2023-05-14,3486,113.01,55.24,Miami,Excel,Management Fee,Other
3034,2023-11-27,4402,230.37,109.73,Miami,RDS,Placement Fee,Homeowner
3035,2023-09-06,4596,83.87,39.37,Seattle,Google Sheets,Management Fee,Other
3036,2024-07-03,2677,295.34,224.92,Los Angeles,RDS,In-Home Service,Other
3037,2023-03-16,2211,351.39,113.98,New York,RDS,Other,Resident
3038,2024-10-15,2304,473.55,247.45,Dallas,Google Sheets,Placement Fee,Other
3039,2023-06-17,2534,382.7,165.44,Los Angeles,Excel,Management Fee,Other
3040,2024-05-17,2489,293.5,219.22,New York,BigQuery,In-Home Service,Homeowner
3041,2023-12-21,4186,469.68,,Dallas,RDS,In-Home Service,Other
3042,2023-08-13,2963,265.3,134.17,New York,RDS,Other,Other
3043,2024-10-25,4307,302.54,152.3,Miami,BigQuery,Other,Homeowner
3044,2024-06-14,2361,318.24,236.83,New York,RDS,Placement Fee,Homeowner
3045,2023-05-26,3569,234.49,95.61,Bay Area,Google Sheets,Management Fee,Homeowner
3046,2023-08-29,1198,427.32,265.98,Seattle,Excel,In-Home Service,Homeowner
3047,2023-12-10,2787,133.33,48.96,Dallas,Google Sheets,Placement Fee,Resident
3048,2023-02-04,2073,299.68,232.85,Miami,RDS,Placement Fee,Resident
3049,2024-12-02,2165,375.0,223.69,Bay Area,Google Sheets,In-Home Service,Other
3050,2023-01-01,2806,456.79,280.07,Miami,RDS,Management Fee,Homeowner
3051,2023-06-02,4599,447.76,231.44,Seattle,Excel,Placement Fee,Resident
3052,2024-03-04,2537,278.93,131.42,Bay Area,Google Sheets,Other,Other
3053,2024-05-22,3717,339.42,137.92,New York,Google Sheets,In-Home Service,Resident
3054,2023-05-06,4101,227.41,136.9,Dallas,BigQuery,In-Home Service,Resident
3055,2024-05-05,4153,260.68,,New York,BigQuery,In-Home Service,Resident
3056,2024-04-26,1030,457.82,219.71,Dallas,RDS,Management Fee,Other
3057,2023-12-11,4819,468.82,347.67,New York,Google Sheets,Management Fee,Resident
3058,2023-08-09,4055,452.94,169.58,Dallas,Excel,Placement Fee,Other
3059,2024-12-23,3380,112.27,86.23,Dallas,Excel,Placement Fee,Homeowner
3060,2023-01-25,1659,432.54,205.56,Bay Area,BigQuery,In-Home Service,Homeowner
3061,2024-06-11,3224,476.76,233.55,Seattle,BigQuery,Placement Fee,Homeowner
3062,2023-07-01,3417,212.56,112.96,Bay Area,BigQuery,In-Home Service,Homeowner
3063,2024-05-13,1546,283.39,186.79,Dallas,Excel,Other,Resident
3064,2024-10-02,3582,400.59,264.32,Seattle,Excel,Placement Fee,Resident
3065,2023-02-11,2129,302.94,163.53,Los Angeles,Excel,Management Fee,Homeowner
3066,2024-04-25,3144,497.07,279.14,Los Angeles,RDS,Management Fee,Other
3067,2024-03-14,3277,255.07,80.35,New York,Google Sheets,In-Home Service,Resident
3068,2024-02-06,3274,371.27,167.87,Bay Area,RDS,Other,Resident
3069,2024-06-29,1370,406.67,192.36,Dallas,Google Sheets,Placement Fee,Other
3070,2023-12-11,2123,272.35,157.79,New York,Google Sheets,Placement Fee,Other
3071,2023-02-14,2468,435.64,252.3,Los Angeles,Google Sheets,Other,Other
3072,2024-10-07,2491,295.77,193.71,Los Angeles,BigQuery,Other,Homeowner
3073,2023-01-21,3102,235.24,154.91,Miami,Google Sheets,Placement Fee,Homeowner
3074,2024-09-25,4266,98.52,41.14,Miami,BigQuery,In-Home Service,Other
3075,2023-03-11,4591,227.04,155.54,New York,Google Sheets,Placement Fee,Homeowner
3076,2023-02-17,3471,380.27,117.81,New York,RDS,Other,Homeowner
3077,2024-05-05,3362,464.58,305.73,Seattle,RDS,Management Fee,Other
3078,2024-07-04,2151,163.26,57.31,Seattle,Google Sheets,Placement Fee,Resident
3079,2023-10-14,3079,209.86,139.52,Dallas,RDS,Other,Homeowner
3080,2023-01-10,1092,119.28,67.22,Los Angeles,RDS,Management Fee,Other
3081,2024-06-25,3566,360.83,187.14,Bay Area,Google Sheets,Placement Fee,Other
3082,2023-10-01,2281,,311.1,Bay Area,Google Sheets,In-Home Service,Other
3083,2024-08-22,3900,338.43,107.68,Miami,BigQuery,In-Home Service,Resident
3084,2024-01-16,2925,327.68,134.92,Seattle,RDS,Placement Fee,Other
3085,2023-11-25,2243,299.07,181.9,Dallas,RDS,Placement Fee,Other
3086,2024-04-23,3799,89.81,64.99,Miami,Google Sheets,Management Fee,Resident
3087,2023-01-15,4177,378.28,185.57,Miami,Excel,In-Home Service,Other
3088,2024-05-30,2571,320.92,137.8,Dallas,BigQuery,Other,Homeowner
3089,2023-07-10,1415,347.66,194.47,Dallas,BigQuery,Placement Fee,Resident
3090,2023-06-17,3604,454.46,277.75,New York,Excel,In-Home Service,Resident
3091,2024-06-04,4881,402.78,205.44,Los Angeles,BigQuery,In-Home Service,Other
3092,2024-09-12,4380,401.41,296.38,Dallas,BigQuery,Placement Fee,Homeowner
3093,2023-05-17,3413,,262.45,Dallas,RDS,Placement Fee,Resident
3094,2023-06-03,2544,495.47,157.52,Miami,RDS,Other,Other
3095,2024-01-23,4530,311.58,128.22,Miami,Google Sheets,Placement Fee,Other
3096,2023-07-28,3646,99.0,52.01,Bay Area,Google Sheets,Other,Resident
3097,2023-09-29,4441,256.61,166.5,New York,BigQuery,Placement Fee,Resident
3098,2023-05-23,3378,404.42,,Bay Area,Excel,Management Fee,Other
3099,2024-09-02,1688,62.48,49.24,Bay Area,Google Sheets,Placement Fee,Resident
3100,2023-03-10,2665,75.6,,Dallas,Google Sheets,Management Fee,Homeowner
3101,2023-09-04,4778,80.22,45.42,Los Angeles,Excel,Placement Fee,Homeowner
3102,2023-09-18,3058,378.97,117.28,Miami,BigQuery,In-Home Service,Other
3103,2023-03-20,3865,275.52,204.56,Seattle,BigQuery,Placement Fee,Homeowner
3104,2024-10-19,2530,,149.99,Los Angeles,Google Sheets,Management Fee,Other
3105,2024-09-14,1418,97.53,38.79,New York,BigQuery,Placement Fee,Resident
3106,2024-08-27,2145,,290.94,Seattle,BigQuery,Placement Fee,Resident
3107,2024-06-08,1910,194.46,89.05,New York,Google Sheets,In-Home Service,Other
3108,2024-09-12,4306,169.4,109.45,Dallas,Google Sheets,In-Home Service,Other
3109,2023-11-26,2354,343.54,243.74,New York,RDS,Management Fee,Resident
3110,2023-07-08,2566,301.55,202.18,Seattle,RDS,Placement Fee,Other
3111,2023-04-05,3395  ,213.08,161.68,New York,BigQuery,Placement Fee,Homeowner
3112,2024-09-08,4005,338.67,247.95,New York,Excel,In-Home Service,Homeowner
3113,2023-01-08,1411,172.05,137.18,Bay Area,RDS,Management Fee,Homeowner
3114,2023-03-08,2247,,159.52,New York,BigQuery,Placement Fee,Resident
3115,2024-05-10,1152,153.19,69.3,Miami,Excel,Management Fee,Resident
3116,2023-07-10,2235,121.48,75.09,Los Angeles,RDS,Management Fee,Resident
3117,2024-01-01,1091,402.1,268.01,Bay Area,RDS,Management Fee,Other
3118,2024-06-04,4992,368.55,209.08,Miami,BigQuery,In-Home Service,Resident
3119,2023-04-27,1330,132.19,44.54,New York,Google Sheets,Other,Resident
3120,2023-09-24,4538,102.31,73.74,Bay Area,Google Sheets,In-Home Service,Homeowner
3121,2024-09-02,4931,427.28,333.47,Los Angeles,Excel,Placement Fee,Resident
3122,2024-04-29,2664,399.47,200.84,Dallas,Google Sheets,Management Fee,Other
3123,2024-05-23,1954,197.27,81.36,Seattle,BigQuery,Management Fee,Other
3124,2023-10-25,4780,346.19,107.2,Dallas,RDS,Management Fee,Homeowner
3125,2023-06-13,4017,105.87,44.32,New York,Excel,Placement Fee,Homeowner
3126,2024-01-11,3601,278.17,,New York,Google Sheets,Placement Fee,Other
3127,2024-10-14,4949,58.43,44.16,Seattle,RDS,Management Fee,Homeowner
